job_title,text,type,relevance
Part-Time Lecturer,Conducted remedial classes and tutorials in philosophy,experience,0.07
Part-Time Lecturer,Handled administrative reports related to leadership in education,experience,0.42
Part-Time Lecturer,Completed training workshop on assessment design,training,0.03
Part-Time Lecturer,Handled digital learning courses and supervised student projects,experience,0.49
Part-Time Lecturer,Finished online course on statistics,training,0.24
Part-Time Lecturer,Handled research methodology courses and supervised student projects,experience,0.47
Part-Time Lecturer,Participated in faculty development program about philosophy,training,0.05
Part-Time Lecturer,Collaborated with faculty researchers in project-based learning,experience,0.31
Part-Time Lecturer,Participated in accreditation preparation for mathematics,experience,0.1
Part-Time Lecturer,Participated in accreditation preparation for project-based learning,experience,0.08
Part-Time Lecturer,Finished online course on statistics,training,0.24
Part-Time Lecturer,Participated in accreditation preparation for data analytics,experience,0.02
Part-Time Lecturer,Participated in accreditation preparation for mathematics,experience,0.02
Part-Time Lecturer,Supervised undergraduate thesis on public policy,experience,0.07
Part-Time Lecturer,Participated in faculty development program about classroom management,training,0.05
Part-Time Lecturer,Finished online course on digital learning,training,0.21
Part-Time Lecturer,Attended seminar on climate studies,training,0.0
Part-Time Lecturer,Served as faculty member in the academic writing Department,experience,0.09
Part-Time Lecturer,Handled pedagogy courses and supervised student projects,experience,0.49
Part-Time Lecturer,Attended international conference about philosophy,training,0.06
Part-Time Lecturer,Attended seminar on digital learning,training,0.04
Part-Time Lecturer,Finished online course on pedagogy,training,0.17
Part-Time Lecturer,Attended international conference about data analytics,training,0.08
Part-Time Lecturer,Conducted corporate training on academic writing,experience,0.0
Part-Time Lecturer,Finished online course on public policy,training,0.21
Part-Time Lecturer,Collaborated with faculty researchers in project-based learning,experience,0.26
Part-Time Lecturer,Participated in accreditation preparation for academic writing,experience,0.08
Part-Time Lecturer,Conducted remedial classes and tutorials in statistics,experience,0.06
Part-Time Lecturer,Developed syllabus and lesson plans for statistics classes,experience,0.09
Part-Time Lecturer,Worked as Technical Writer for STEM education projects,experience,0.44
Part-Time Lecturer,Participated in accreditation preparation for STEM education,experience,0.49
Part-Time Lecturer,Finished online course on leadership in education,training,0.61
Part-Time Lecturer,Served as Department Coordinator for data analytics programs,experience,0.05
Part-Time Lecturer,Developed syllabus and lesson plans for ICT integration classes,experience,0.09
Part-Time Lecturer,Participated in faculty development program about digital learning,training,0.0
Part-Time Lecturer,Served as Consultant on academic writing for private firms,experience,0.0
Part-Time Lecturer,Completed training workshop on research methodology,training,0.29
Part-Time Lecturer,Served as faculty member in the STEM education Department,experience,0.43
Part-Time Lecturer,Attended international conference about leadership in education,training,0.46
Part-Time Lecturer,Completed training workshop on STEM education,training,0.46
Part-Time Lecturer,Completed training workshop on leadership in education,training,0.46
Part-Time Lecturer,Participated in faculty development program about ICT integration,training,0.06
Part-Time Lecturer,Completed training workshop on classroom management,training,0.07
Part-Time Lecturer,Completed training workshop on classroom management,training,0.02
Part-Time Lecturer,Participated in faculty development program about psychology,training,0.06
Part-Time Lecturer,Conducted remedial classes and tutorials in project-based learning,experience,0.08
Part-Time Lecturer,Handled administrative reports related to public policy,experience,0.01
Part-Time Lecturer,Completed training workshop on leadership in education,training,0.41
Part-Time Lecturer,Collaborated with faculty researchers in project-based learning,experience,0.32
Part-Time Lecturer,Attended international conference about curriculum development,training,0.34
Part-Time Lecturer,Worked as Technical Writer for statistics projects,experience,0.0
Part-Time Lecturer,Completed training workshop on curriculum development,training,0.33
Part-Time Lecturer,Conducted corporate training on pedagogy,experience,0.0
Part-Time Lecturer,Conducted remedial classes and tutorials in assessment design,experience,0.08
Part-Time Lecturer,Finished online course on project-based learning,training,0.21
Part-Time Lecturer,Developed syllabus and lesson plans for assessment design classes,experience,0.03
Research Coordinator,Participated in faculty development program about mathematics,training,0.02
Research Coordinator,Organized faculty development seminars on project-based learning,experience,0.15
Research Coordinator,Served as Department Coordinator for academic writing programs,experience,0.06
Research Coordinator,Participated in faculty development program about classroom management,training,0.08
Research Coordinator,Attended international conference about philosophy,training,0.03
Research Coordinator,Finished online course on philosophy,training,0.05
Research Coordinator,Conducted field research on communication skills for a funded study,experience,0.64
Research Coordinator,Handled administrative reports related to classroom management,experience,0.01
Research Coordinator,Published papers on research methodology in peer-reviewed journals,experience,0.65
Research Coordinator,Presented research on climate studies at international conferences,experience,0.41
Research Coordinator,Attended seminar on psychology,training,0.09
Research Coordinator,Participated in faculty development program about leadership in education,training,0.27
Research Coordinator,Completed training workshop on digital learning,training,0.05
Research Coordinator,Published papers on climate studies in peer-reviewed journals,experience,0.17
Research Coordinator,Published papers on public policy in peer-reviewed journals,experience,0.17
Research Coordinator,Advised undergraduate thesis groups on assessment design topics,experience,0.06
Research Coordinator,Handled administrative reports related to leadership in education,experience,0.28
Research Coordinator,Finished online course on pedagogy,training,0.1
Research Coordinator,Finished online course on climate studies,training,0.08
Research Coordinator,Handled academic writing courses and supervised student projects,experience,0.45
Research Coordinator,Participated in accreditation preparation for leadership in education,experience,0.34
Research Coordinator,Organized faculty development seminars on classroom management,experience,0.05
Research Coordinator,Taught digital learning to undergraduate students for 7 years,experience,0.31
Research Coordinator,Participated in faculty development program about public policy,training,0.09
Research Coordinator,Worked as mathematics Specialist at 4 company for Manufacturing years,experience,0.0
Research Coordinator,Participated in faculty development program about pedagogy,training,0.05
Research Coordinator,Served as Department Coordinator for leadership in education programs,experience,0.34
Research Coordinator,Finished online course on pedagogy,training,0.06
Research Coordinator,Advised undergraduate thesis groups on mathematics topics,experience,0.06
Research Coordinator,Completed training workshop on data analytics,training,0.08
Research Coordinator,Handled administrative reports related to educational technology,experience,0.29
Research Coordinator,Worked as Technical Writer for academic writing projects,experience,0.22
Research Coordinator,Participated in faculty development program about mathematics,training,0.06
Research Coordinator,Collaborated with faculty researchers in classroom management,experience,0.41
Research Coordinator,Finished online course on classroom management,training,0.04
Research Coordinator,Participated in faculty development program about leadership in education,training,0.29
Research Coordinator,Participated in faculty development program about educational technology,training,0.29
Research Coordinator,Attended international conference about digital learning,training,0.06
Research Coordinator,Served as Research Assistant on a project about leadership in education,experience,0.62
Research Coordinator,Finished online course on assessment design,training,0.04
Research Coordinator,Finished online course on data analytics,training,0.09
Research Coordinator,Finished online course on public policy,training,0.06
Research Coordinator,Developed syllabus and lesson plans for pedagogy classes,experience,0.02
Research Coordinator,Participated in faculty development program about mathematics,training,0.06
Research Coordinator,Participated in faculty development program about communication skills,training,0.08
Research Coordinator,Attended international conference about academic writing,training,0.1
Research Coordinator,Completed training workshop on pedagogy,training,0.09
Research Coordinator,Published papers on mathematics in peer-reviewed journals,experience,0.17
Research Coordinator,Attended seminar on classroom management,training,0.01
Research Coordinator,Attended international conference about curriculum development,training,0.25
Research Coordinator,Attended international conference about assessment design,training,0.01
Research Coordinator,Developed syllabus and lesson plans for project-based learning classes,experience,0.17
Research Coordinator,Finished online course on data analytics,training,0.01
Research Coordinator,Taught curriculum development to undergraduate students for 6 years,experience,0.34
Research Coordinator,Finished online course on communication skills,training,0.1
Research Coordinator,Attended international conference about communication skills,training,0.01
Research Coordinator,Served as Consultant on public policy for private firms,experience,0.0
Research Coordinator,Attended international conference about psychology,training,0.03
Research Coordinator,Finished online course on psychology,training,0.02
Research Coordinator,Organized faculty development seminars on ICT integration,experience,0.04
Research Coordinator,Served as Research Assistant on a project about educational technology,experience,0.6
Research Coordinator,Supervised undergraduate thesis on ICT integration,experience,0.05
Research Coordinator,Finished online course on ICT integration,training,0.0
Research Coordinator,Participated in faculty development program about public policy,training,0.02
Research Coordinator,Worked as leadership in education Specialist at 4 company for Marketing years,experience,0.14
Research Coordinator,Finished online course on climate studies,training,0.02
Research Coordinator,Finished online course on climate studies,training,0.03
Research Coordinator,Completed training workshop on academic writing,training,0.08
Research Coordinator,Participated in faculty development program about psychology,training,0.08
Research Coordinator,Completed training workshop on assessment design,training,0.02
Research Coordinator,Attended seminar on communication skills,training,0.06
Research Coordinator,Attended international conference about statistics,training,0.02
Research Coordinator,Served as faculty member in the curriculum development Department,experience,0.25
Research Coordinator,Served as Research Assistant on a project about mathematics,experience,0.62
Research Coordinator,Published papers on assessment design in peer-reviewed journals,experience,0.15
Research Coordinator,Conducted field research on STEM education for a funded study,experience,0.63
Research Coordinator,Participated in faculty development program about communication skills,training,0.07
Research Coordinator,Conducted field research on assessment design for a funded study,experience,0.56
Research Coordinator,Attended seminar on psychology,training,0.05
Research Coordinator,Presented research on project-based learning at international conferences,experience,0.56
Research Coordinator,Collaborated with faculty researchers in communication skills,experience,0.47
Research Coordinator,Served as adviser for student organizations in communication skills,experience,0.3
Research Coordinator,Handled administrative reports related to project-based learning,experience,0.24
Research Coordinator,Worked as Technical Writer for curriculum development projects,experience,0.45
Research Coordinator,Finished online course on ICT integration,training,0.02
Research Coordinator,Served as adviser for student organizations in classroom management,experience,0.31
Research Coordinator,Attended seminar on pedagogy,training,0.08
Research Coordinator,Collaborated with faculty researchers in climate studies,experience,0.5
Research Coordinator,Attended international conference about data analytics,training,0.04
Research Coordinator,Published papers on pedagogy in peer-reviewed journals,experience,0.16
Research Coordinator,Attended seminar on curriculum development,training,0.29
Research Coordinator,Worked as classroom management Specialist at 3 company for Marketing years,experience,0.0
Research Coordinator,Finished online course on digital learning,training,0.0
Research Coordinator,Participated in faculty development program about data analytics,training,0.03
Research Coordinator,Handled administrative reports related to communication skills,experience,0.03
Research Coordinator,Completed training workshop on philosophy,training,0.02
Research Coordinator,Participated in faculty development program about communication skills,training,0.03
Research Coordinator,Developed syllabus and lesson plans for academic writing classes,experience,0.04
Research Coordinator,Attended international conference about leadership in education,training,0.3
Research Coordinator,Completed training workshop on educational technology,training,0.31
Research Coordinator,Attended international conference about climate studies,training,0.03
Research Coordinator,Worked as project-based learning Specialist at 4 company for Telecommunications years,experience,0.02
Research Coordinator,Conducted corporate training on ICT integration,experience,0.0
Research Coordinator,Attended seminar on classroom management,training,0.05
Research Coordinator,Handled data analytics courses and supervised student projects,experience,0.49
Research Coordinator,Advised undergraduate thesis groups on statistics topics,experience,0.01
Research Coordinator,Finished online course on academic writing,training,0.06
Research Coordinator,Attended seminar on leadership in education,training,0.27
Research Coordinator,Taught digital learning to undergraduate students for 8 years,experience,0.34
Research Coordinator,Organized faculty development seminars on curriculum development,experience,0.31
Research Coordinator,Participated in faculty development program about curriculum development,training,0.33
Research Coordinator,Attended international conference about curriculum development,training,0.32
Research Coordinator,Attended seminar on digital learning,training,0.1
Research Coordinator,Advised undergraduate thesis groups on climate studies topics,experience,0.04
Research Coordinator,Participated in accreditation preparation for climate studies,experience,0.06
Research Coordinator,Worked as psychology Specialist at 7 company for Construction years,experience,0.0
Research Coordinator,Finished online course on STEM education,training,0.34
Research Coordinator,Conducted remedial classes and tutorials in psychology,experience,0.05
Research Coordinator,Worked as public policy Specialist at 8 company for Manufacturing years,experience,0.0
Research Coordinator,Participated in faculty development program about STEM education,training,0.33
Research Coordinator,Participated in faculty development program about public policy,training,0.02
Research Coordinator,Collaborated with faculty researchers in psychology,experience,0.44
Research Coordinator,Finished online course on project-based learning,training,0.15
Research Coordinator,Served as Research Assistant on a project about public policy,experience,0.6
Research Coordinator,Attended seminar on ICT integration,training,0.1
Research Coordinator,Conducted field research on educational technology for a funded study,experience,0.64
Research Coordinator,Advised undergraduate thesis groups on curriculum development topics,experience,0.29
Research Coordinator,Presented research on leadership in education at international conferences,experience,0.42
Research Coordinator,Participated in faculty development program about assessment design,training,0.06
Research Coordinator,Developed syllabus and lesson plans for research methodology classes,experience,0.42
Research Coordinator,Conducted corporate training on ICT integration,experience,0.0
Research Coordinator,Attended seminar on curriculum development,training,0.34
Research Coordinator,Participated in faculty development program about STEM education,training,0.29
Research Coordinator,Published papers on public policy in peer-reviewed journals,experience,0.21
Research Coordinator,Attended seminar on ICT integration,training,0.05
Research Coordinator,Attended international conference about philosophy,training,0.01
Research Coordinator,Served as faculty member in the curriculum development Department,experience,0.35
Research Coordinator,Published papers on STEM education in peer-reviewed journals,experience,0.48
Research Coordinator,Served as faculty member in the research methodology Department,experience,0.45
Research Coordinator,Worked as project-based learning Specialist at 5 company for IT years,experience,0.0
Research Coordinator,Completed training workshop on data analytics,training,0.05
Research Coordinator,Handled administrative reports related to project-based learning,experience,0.17
Research Coordinator,Published papers on assessment design in peer-reviewed journals,experience,0.23
Research Coordinator,Attended international conference about assessment design,training,0.01
Research Coordinator,Finished online course on leadership in education,training,0.28
Research Coordinator,Participated in faculty development program about public policy,training,0.07
Research Coordinator,Completed training workshop on leadership in education,training,0.31
Research Coordinator,Attended international conference about data analytics,training,0.04
Research Coordinator,Served as adviser for student organizations in leadership in education,experience,0.33
Research Coordinator,Advised undergraduate thesis groups on curriculum development topics,experience,0.34
Research Coordinator,Served as Research Assistant on a project about educational technology,experience,0.62
Research Coordinator,Served as Research Assistant on a project about communication skills,experience,0.55
Research Coordinator,Worked as digital learning Specialist at 4 company for Telecommunications years,experience,0.0
Research Coordinator,Attended international conference about statistics,training,0.06
Research Coordinator,Taught project-based learning to undergraduate students for 10 years,experience,0.49
Research Coordinator,Presented research on pedagogy at international conferences,experience,0.43
Research Coordinator,Attended seminar on communication skills,training,0.07
Research Coordinator,Developed syllabus and lesson plans for project-based learning classes,experience,0.22
Research Coordinator,Attended seminar on educational technology,training,0.28
Research Coordinator,Completed training workshop on project-based learning,training,0.2
Research Coordinator,Conducted field research on statistics for a funded study,experience,0.6
Research Coordinator,Served as adviser for student organizations in academic writing,experience,0.31
Research Coordinator,Handled climate studies courses and supervised student projects,experience,0.43
Research Coordinator,Finished online course on pedagogy,training,0.0
Research Coordinator,Participated in faculty development program about ICT integration,training,0.02
Research Coordinator,Attended seminar on mathematics,training,0.09
Research Coordinator,Worked as mathematics Specialist at 4 company for Finance years,experience,0.0
Research Coordinator,Completed training workshop on assessment design,training,0.07
Research Coordinator,Served as Department Coordinator for climate studies programs,experience,0.02
Research Coordinator,Attended international conference about research methodology,training,0.44
Research Coordinator,Served as adviser for student organizations in data analytics,experience,0.3
Research Coordinator,Served as faculty member in the ICT integration Department,experience,0.09
Research Coordinator,Completed training workshop on philosophy,training,0.09
Research Coordinator,Attended seminar on psychology,training,0.05
Research Coordinator,Conducted remedial classes and tutorials in research methodology,experience,0.47
Research Coordinator,Finished online course on STEM education,training,0.28
Research Coordinator,Completed training workshop on digital learning,training,0.01
Research Coordinator,Taught public policy to undergraduate students for 10 years,experience,0.28
Research Coordinator,Conducted corporate training on climate studies,experience,0.0
Research Coordinator,Attended seminar on statistics,training,0.01
Research Coordinator,Participated in faculty development program about pedagogy,training,0.09
Research Coordinator,Finished online course on data analytics,training,0.02
Research Coordinator,Handled STEM education courses and supervised student projects,experience,0.49
Research Coordinator,Completed training workshop on digital learning,training,0.08
Research Coordinator,Conducted remedial classes and tutorials in communication skills,experience,0.05
Research Coordinator,Finished online course on climate studies,training,0.04
Research Coordinator,Conducted corporate training on project-based learning,experience,0.0
Research Coordinator,Participated in accreditation preparation for classroom management,experience,0.05
Research Coordinator,Published papers on academic writing in peer-reviewed journals,experience,0.19
Research Coordinator,Worked as project-based learning Specialist at 9 company for Construction years,experience,0.05
Research Coordinator,Served as Research Assistant on a project about communication skills,experience,0.64
Research Coordinator,Finished online course on pedagogy,training,0.04
Research Coordinator,Participated in accreditation preparation for data analytics,experience,0.08
Research Coordinator,Attended seminar on academic writing,training,0.01
Research Coordinator,Collaborated with faculty researchers in STEM education,experience,0.45
Research Coordinator,Organized faculty development seminars on philosophy,experience,0.09
Research Coordinator,Presented research on research methodology at international conferences,experience,0.47
Research Coordinator,Developed syllabus and lesson plans for classroom management classes,experience,0.06
Research Coordinator,Participated in accreditation preparation for project-based learning,experience,0.21
Research Coordinator,Collaborated with faculty researchers in psychology,experience,0.4
